Name,OBJECTID,LEVEL_,DISTRICT,ADDRESS,CITY,ZIP,TYPE,DESCRIPT,SHAPE_Leng,SHAPE_Area,geometry
Gretchen Higgins Elementary School,54,Primary,Dixon Unified,1525 Pembroke Way,Dixon,95620,Regular School,Public,2910.78452158000,442720.86883900000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.830689,38.461353 -121.829097,38.461342 -121.829093,38.461342 -121.82909,38.461342 -121.829086,38.461342 -121.829083,38.461342 -121.829079,38.461342 -121.829076,38.461342 -121.829073,38.461341 -121.829069,38.461341 -121.829066,38.46134 -121.829062,38.461339 -121.829059,38.461339 -121.829056,38.461338 -121.829053,38.461337 -121.829049,38.461336 -121.829046,38.461335 -121.829043,38.461334 -121.82904,38.461332 -121.829037,38.461331 -121.829034,38.46133 -121.829031,38.461328 -121.829028,38.461327 -121.829026,38.461325 -121.829023,38.461323 -121.82902,38.461321 -121.829018,38.461319 -121.829016,38.461318 -121.829013,38.461316 -121.829011,38.461313 -121.829009,38.461311 -121.829007,38.461309 -121.829005,38.461307 -121.829003,38.461305 -121.829001,38.461302 -121.829,38.4613 -121.828998,38.461297 -121.828997,38.461295 -121.828995,38.461292 -121.828994,38.46129 -121.828993,38.461287 -121.828992,38.461285 -121.828991,38.461282 -121.82899,38.461279 -121.82899,38.461277 -121.828989,38.461274 -121.828989,38.461271 -121.828994,38.461217 -121.829004,38.461102 -121.829004,38.461063 -121.829008,38.461019 -121.829004,38.460967 -121.829019,38.46009 -121.829021,38.460032 -121.829021,38.460014 -121.829015,38.459966 -121.829014,38.459948 -121.829014,38.45993 -121.82901,38.459913 -121.829004,38.459889 -121.829001,38.459871 -121.828997,38.459854 -121.828994,38.459836 -121.828991,38.459819 -121.828985,38.459803 -121.82898,38.459786 -121.828975,38.459769 -121.828969,38.459752 -121.828962,38.459735 -121.828953,38.459713 -121.828946,38.459696 -121.828939,38.459679 -121.828932,38.459662 -121.828924,38.459646 -121.828907,38.45962 -121.8289,38.459603 -121.828889,38.459587 -121.828864,38.459547 -121.828853,38.459532 -121.828843,38.459516 -121.828832,38.4595 -121.82882,38.459485 -121.828806,38.459475 -121.828795,38.45946 -121.828783,38.459445 -121.828769,38.459431 -121.828757,38.459416 -121.828743,38.459402 -121.828731,38.459393 -121.828717,38.459379 -121.828703,38.459365 -121.828689,38.459352 -121.828669,38.459333 -121.828656,38.459321 -121.828651,38.459313 -121.828638,38.459301 -121.828626,38.459288 -121.828616,38.459276 -121.828604,38.459263 -121.828593,38.459251 -121.828581,38.459238 -121.828571,38.459225 -121.828543,38.45918 -121.828534,38.459166 -121.828524,38.459153 -121.828515,38.459139 -121.828506,38.459125 -121.828499,38.459105 -121.828492,38.459091 -121.828485,38.459076 -121.828478,38.459062 -121.828471,38.459047 -121.828464,38.459033 -121.828459,38.459018 -121.828457,38.459005 -121.828454,38.458983 -121.828708,38.458992 -121.828964,38.458994 -121.829222,38.459001 -121.829479,38.459002 -121.829734,38.459002 -121.829991,38.459002 -121.830248,38.459001 -121.830513,38.459005 -121.830761,38.459005 -121.830761,38.459121 -121.830766,38.459335 -121.830763,38.459534 -121.830754,38.459747 -121.830753,38.459929 -121.830753,38.46013 -121.830725,38.46013 -121.83069,38.460129 -121.830683,38.460265 -121.830682,38.460535 -121.830689,38.460816 -121.830686,38.461087 -121.830689,38.461353</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Silveyville Primary School,55,Primary,Dixon Unified,355 N. Almond St.,Dixon,95620,Regular School,Public,3844.64975501000,833327.10155400005,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.835593,38.449335 -121.835375,38.449334 -121.83516,38.449331 -121.834945,38.44933 -121.834729,38.44933 -121.834523,38.44933 -121.834303,38.449329 -121.834074,38.449329 -121.833854,38.449329 -121.833648,38.449326 -121.833428,38.449327 -121.833208,38.449327 -121.833007,38.449314 -121.832783,38.449314 -121.832564,38.449315 -121.832357,38.449306 -121.832139,38.449308 -121.831897,38.44931 -121.831918,38.447498 -121.832287,38.447501 -121.832706,38.447506 -121.833273,38.447509 -121.833753,38.44751 -121.834248,38.447512 -121.836302,38.447484 -121.83628,38.449334 -121.836025,38.449336 -121.835813,38.449336 -121.835593,38.449335</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Tremont Elementary School,56,Primary,Dixon Unified,355 Pheasant Run Dr.,Dixon,95620,Regular School,Public,2611.62546901000,396463.66896600003,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.845592,38.449367 -121.84557,38.449057 -121.845275,38.449057 -121.844826,38.449055 -121.844336,38.449056 -121.844338,38.447693 -121.84434,38.447687 -121.84434,38.447683 -121.844341,38.447678 -121.844345,38.447673 -121.844348,38.447667 -121.844352,38.447663 -121.844355,38.447658 -121.844359,38.447654 -121.844366,38.447649 -121.844369,38.447647 -121.844373,38.447644 -121.84438,38.44764 -121.844387,38.447637 -121.844394,38.447634 -121.844401,38.447632 -121.844408,38.44763 -121.844415,38.447629 -121.844422,38.447628 -121.844432,38.447628 -121.844439,38.447628 -121.844955,38.447627 -121.844974,38.447642 -121.845549,38.447643 -121.845552,38.447633 -121.845595,38.447634 -121.845644,38.447634 -121.845834,38.447633 -121.84589,38.447634 -121.845947,38.447636 -121.846005,38.447638 -121.846062,38.447641 -121.846222,38.447655 -121.846405,38.447678 -121.846462,38.447686 -121.846517,38.447696 -121.846573,38.447706 -121.846628,38.447717 -121.846684,38.447728 -121.846783,38.447747 -121.846776,38.448189 -121.846776,38.448352 -121.846776,38.448518 -121.846776,38.448683 -121.846774,38.448853 -121.846776,38.449014 -121.846774,38.449177 -121.84677,38.449366 -121.846731,38.449366 -121.846467,38.449367 -121.846156,38.449366 -121.845791,38.449368 -121.845592,38.449367</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Lincoln Elementary School,57,Primary,Vallejo City Unified,620 Carolina St.,Vallejo,94590,Regular School,Public,1115.60837926000,62403.76020630000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.253345,38.104115 -122.253355,38.104115 -122.254699,38.104138 -122.254706,38.104136 -122.254713,38.104137 -122.25472,38.104138 -122.254727,38.10414 -122.254732,38.104144 -122.254737,38.104147 -122.254743,38.104152 -122.254744,38.104157 -122.254739,38.104534 -122.254739,38.10454 -122.254735,38.104546 -122.254676,38.10455 -122.254659,38.104549 -122.254639,38.104549 -122.254629,38.104542 -122.253345,38.104544 -122.253338,38.104543 -122.253331,38.104542 -122.253324,38.104539 -122.253319,38.104535 -122.253315,38.104531 -122.253312,38.104526 -122.25331,38.104521 -122.25331,38.104516 -122.253314,38.104149 -122.253314,38.104143 -122.253316,38.104138 -122.253317,38.104133 -122.253321,38.104128 -122.253324,38.104124 -122.253331,38.10412 -122.253338,38.104117 -122.253345,38.104115</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Vallejo Middle School,58,Middle,Vallejo City Unified,1347 Amador St.,Vallejo,94590,Regular School,Public,4224.59504476000,782084.11636200000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.244774,38.111712 -122.24518,38.111725 -122.245364,38.111726 -122.245373,38.111374 -122.245377,38.111315 -122.245381,38.110913 -122.245691,38.110914 -122.245939,38.110911 -122.245982,38.110911 -122.246004,38.110914 -122.246017,38.110919 -122.246035,38.110928 -122.246063,38.110941 -122.246087,38.110949 -122.246091,38.110949 -122.246095,38.11095 -122.246099,38.11095 -122.246104,38.110951 -122.246108,38.110951 -122.246112,38.110951 -122.246116,38.110951 -122.24612,38.110951 -122.246124,38.110951 -122.246128,38.110951 -122.246132,38.110951 -122.246137,38.11095 -122.246141,38.11095 -122.246145,38.110949 -122.246149,38.110948 -122.246153,38.110947 -122.246157,38.110946 -122.24616,38.110945 -122.246164,38.110944 -122.246168,38.110942 -122.246172,38.110941 -122.246175,38.110939 -122.246179,38.110937 -122.246182,38.110936 -122.246186,38.110934 -122.246189,38.110932 -122.246192,38.11093 -122.246195,38.110928 -122.246199,38.110925 -122.246201,38.110923 -122.246204,38.110921 -122.246207,38.110918 -122.24621,38.110916 -122.246212,38.110913 -122.246215,38.110911 -122.246217,38.110908 -122.246219,38.110905 -122.246221,38.110902 -122.246223,38.110899 -122.246225,38.110896 -122.246226,38.110893 -122.246228,38.11089 -122.246229,38.110887 -122.24623,38.110884 -122.246232,38.110881 -122.246232,38.110878 -122.246233,38.110874 -122.246234,38.110871 -122.246234,38.110868 -122.246235,38.110865 -122.246235,38.110861 -122.246235,38.110858 -122.246235,38.110855 -122.246305,38.110855 -122.246319,38.110906 -122.246394,38.111217 -122.246555,38.111893 -122.246961,38.113569 -122.245676,38.113555 -122.243407,38.113532 -122.2434,38.113532 -122.243393,38.113531 -122.243386,38.11353 -122.243379,38.113528 -122.243372,38.113526 -122.243365,38.113523 -122.24336,38.113519 -122.243355,38.113516 -122.243348,38.113511 -122.243344,38.113507 -122.243341,38.113504 -122.243337,38.113498 -122.243336,38.113494 -122.243365,38.112227 -122.243382,38.111366 -122.243382,38.111343 -122.243384,38.111341 -122.243388,38.11134 -122.243393,38.11134 -122.2434,38.11134 -122.243441,38.111341 -122.244607,38.111355 -122.244613,38.111357 -122.244619,38.11136 -122.244624,38.111363 -122.244626,38.111368 -122.244627,38.111373 -122.244622,38.111566 -122.244638,38.111566 -122.244638,38.11161 -122.244636,38.111619 -122.244633,38.111629 -122.244627,38.111637 -122.244619,38.111646 -122.244602,38.111661 -122.244572,38.111683 -122.244557,38.111695 -122.244548,38.111703 -122.244543,38.111711 -122.24454,38.111716 -122.244538,38.111719 -122.244537,38.111722 -122.244537,38.111725 -122.244536,38.111728 -122.244535,38.111731 -122.244535,38.111734 -122.244534,38.111737 -122.244534,38.11174 -122.244534,38.111743 -122.244534,38.111746 -122.244534,38.111749 -122.244535,38.111752 -122.244535,38.111755 -122.244536,38.111758 -122.244536,38.111761 -122.244537,38.111764 -122.244538,38.111767 -122.244539,38.11177 -122.24454,38.111773 -122.244542,38.111776 -122.244543,38.111778 -122.244545,38.111781 -122.244547,38.111784 -122.244548,38.111787 -122.24455,38.111789 -122.244553,38.111792 -122.244555,38.111794 -122.244557,38.111797 -122.244559,38.111799 -122.244562,38.111801 -122.244564,38.111803 -122.244567,38.111806 -122.24457,38.111808 -122.244573,38.11181 -122.244576,38.111812 -122.244579,38.111813 -122.244582,38.111815 -122.244585,38.111817 -122.244588,38.111818 -122.244592,38.11182 -122.244595,38.111821 -122.244599,38.111823 -122.244602,38.111824 -122.244606,38.111825 -122.244609,38.111826 -122.244613,38.111827 -122.244617,38.111828 -122.24462,38.111828 -122.244624,38.111829 -122.244628,38.111829 -122.244632,38.11183 -122.244636,38.11183 -122.244639,38.11183 -122.244643,38.11183 -122.244647,38.11183 -122.244651,38.11183 -122.244655,38.11183 -122.244659,38.111829 -122.244662,38.111829 -122.244666,38.111828 -122.24467,38.111828 -122.244674,38.111827 -122.244677,38.111826 -122.244681,38.111825 -122.244684,38.111824 -122.244688,38.111823 -122.244691,38.111822 -122.244695,38.11182 -122.244698,38.111819 -122.244701,38.111817 -122.244705,38.111816 -122.244708,38.111814 -122.244711,38.111812 -122.244714,38.11181 -122.244717,38.111808 -122.24472,38.111806 -122.244722,38.111804 -122.244725,38.111802 -122.244727,38.1118 -122.24473,38.111797 -122.244732,38.111795 -122.244734,38.111792 -122.244737,38.11179 -122.244739,38.111787 -122.244743,38.11178 -122.244746,38.111773 -122.244747,38.111765 -122.244773,38.111765 -122.244774,38.111712</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Highland Elementary School,59,Primary,Vallejo City Unified,1309 Ensign Ave.,Vallejo,94590,Regular School,Public,2278.18091156000,273441.63249500003,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.23242,38.114824 -122.232357,38.114699 -122.232331,38.114571 -122.232308,38.114431 -122.232293,38.114294 -122.232264,38.114142 -122.232248,38.114008 -122.232223,38.113876 -122.232205,38.113738 -122.232186,38.113596 -122.232211,38.113597 -122.23239,38.113595 -122.232571,38.113599 -122.232763,38.113604 -122.232777,38.113307 -122.23298,38.113311 -122.232981,38.113581 -122.232979,38.113598 -122.232983,38.113608 -122.232988,38.113613 -122.232991,38.113616 -122.232997,38.113619 -122.233008,38.11362 -122.233052,38.113619 -122.23317,38.113618 -122.233361,38.113623 -122.233549,38.113621 -122.233748,38.113624 -122.233933,38.113622 -122.234127,38.113626 -122.234211,38.113628 -122.234253,38.113828 -122.234294,38.113979 -122.234327,38.114146 -122.234325,38.11431 -122.23431,38.114477 -122.234311,38.114692 -122.23429,38.114692 -122.234268,38.114693 -122.234255,38.114694 -122.23422,38.114697 -122.234191,38.114699 -122.234158,38.114702 -122.2341,38.114711 -122.233877,38.114762 -122.233784,38.114787 -122.233658,38.114818 -122.233499,38.114859 -122.233282,38.114907 -122.233067,38.114963 -122.23283,38.115015 -122.232519,38.115091 -122.23242,38.114824</coordinates></LinearRing></outerBoundaryIs></Polygon>"
C. A. Jacobs Intermediate School,60,Middle,Dixon Unified,200 N. Lincoln St.,Dixon,95620,Regular School,Public,1884.36479372000,211283.99266300001,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.834249,38.447466 -121.834261,38.447079 -121.834263,38.446787 -121.834278,38.4465 -121.836243,38.446512 -121.83625,38.446512 -121.836257,38.446513 -121.836264,38.446515 -121.836271,38.446517 -121.836278,38.446521 -121.836285,38.446525 -121.83629,38.446529 -121.836294,38.446533 -121.836297,38.446538 -121.836301,38.446542 -121.836304,38.446548 -121.836306,38.446553 -121.836306,38.446559 -121.836306,38.446565 -121.836302,38.447484 -121.834248,38.447512 -121.834249,38.447466</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Linford L. Anderson Elementary School,61,Primary,Dixon Unified,415 East C St.,Dixon,95620,Regular School,Public,1860.12382098000,198110.00647699999,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.819645,38.447595 -121.819643,38.447734 -121.819669,38.447736 -121.819655,38.448386 -121.819617,38.448377 -121.81961,38.448375 -121.819603,38.448374 -121.819596,38.448373 -121.819589,38.448372 -121.819582,38.448371 -121.819574,38.448371 -121.819567,38.448371 -121.81956,38.448371 -121.819553,38.448371 -121.819545,38.448371 -121.819538,38.448372 -121.819531,38.448372 -121.819524,38.448373 -121.819517,38.448374 -121.81951,38.448376 -121.819503,38.448377 -121.819496,38.448379 -121.819489,38.448381 -121.819482,38.448383 -121.819475,38.448385 -121.819469,38.448387 -121.819462,38.44839 -121.819456,38.448393 -121.81945,38.448396 -121.819443,38.448399 -121.819437,38.448402 -121.819432,38.448405 -121.819426,38.448409 -121.819421,38.448413 -121.819415,38.448416 -121.81941,38.448421 -121.819405,38.448425 -121.8194,38.448429 -121.819396,38.448433 -121.819391,38.448438 -121.819387,38.448443 -121.819383,38.448447 -121.819379,38.448452 -121.819376,38.448457 -121.819372,38.448462 -121.819369,38.448467 -121.819366,38.448473 -121.819364,38.448478 -121.819361,38.448483 -121.819359,38.448489 -121.819357,38.448494 -121.819355,38.4485 -121.819354,38.448506 -121.819353,38.448511 -121.819352,38.448517 -121.819351,38.448523 -121.819177,38.448521 -121.818899,38.448515 -121.81753,38.44847 -121.817537,38.447587 -121.819645,38.447595</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Maine Prairie High School,62,High,Dixon Unified,305 East C St.,Dixon,95620,Other Alternative School,Public,1004.61460978000,60396.03066960000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.819862,38.448293 -121.819844,38.447595 -121.820107,38.447597 -121.820599,38.447608 -121.82059,38.447819 -121.820582,38.447967 -121.820581,38.448311 -121.820584,38.448377 -121.820582,38.44842 -121.82035,38.448389 -121.820108,38.448387 -121.819869,38.448385 -121.819862,38.448303 -121.819862,38.448293</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Jesse Bethel High School,63,High,Vallejo City Unified,1800 Ascot Parkway,Vallejo,94691,Regular School,Public,6524.61058148000,2228616.45951000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.199902,38.122388 -122.199689,38.122007 -122.199722,38.121616 -122.200217,38.120882 -122.200361,38.120561 -122.200558,38.12044 -122.200774,38.120404 -122.201224,38.120146 -122.201519,38.119911 -122.201741,38.119721 -122.20219,38.119615 -122.202837,38.119268 -122.203135,38.11904 -122.203279,38.118833 -122.203508,38.118734 -122.203626,38.118783 -122.203752,38.118831 -122.20386,38.118867 -122.203979,38.118897 -122.204112,38.118928 -122.204249,38.118953 -122.204419,38.118981 -122.204614,38.119003 -122.204913,38.119012 -122.205071,38.119007 -122.205197,38.118999 -122.20541,38.118978 -122.205624,38.11894 -122.205757,38.118929 -122.205851,38.118919 -122.205856,38.118919 -122.205955,38.118917 -122.206,38.11892 -122.206028,38.118926 -122.206059,38.118938 -122.206096,38.118951 -122.206146,38.118961 -122.206294,38.118984 -122.20635,38.118992 -122.206398,38.118995 -122.206472,38.118996 -122.206511,38.119001 -122.206573,38.119019 -122.206728,38.119086 -122.206904,38.119174 -122.207002,38.119244 -122.207085,38.119329 -122.207153,38.119408 -122.207236,38.119507 -122.207292,38.119579 -122.207364,38.11969 -122.207412,38.119792 -122.207437,38.119852 -122.207451,38.119896 -122.207471,38.119961 -122.207519,38.120286 -122.207517,38.120337 -122.207505,38.120434 -122.207452,38.120611 -122.207426,38.120701 -122.207415,38.120803 -122.207406,38.120874 -122.207403,38.120941 -122.207404,38.121063 -122.207411,38.121122 -122.207417,38.121162 -122.20747,38.121354 -122.207481,38.121401 -122.207481,38.121452 -122.207481,38.121459 -122.207481,38.121466 -122.20748,38.121473 -122.20748,38.12148 -122.20748,38.121487 -122.207478,38.121494 -122.207478,38.121501 -122.207476,38.121508 -122.207474,38.121515 -122.207473,38.121522 -122.207471,38.121529 -122.207469,38.121536 -122.207468,38.121543 -122.207466,38.12155 -122.207462,38.121557 -122.207461,38.121564 -122.207457,38.12157 -122.207455,38.121577 -122.207452,38.121584 -122.207449,38.12159 -122.207447,38.121597 -122.207443,38.121604 -122.20744,38.12161 -122.207436,38.121617 -122.207431,38.121623 -122.207428,38.12163 -122.207424,38.121636 -122.207419,38.121642 -122.207416,38.121648 -122.207411,38.121655 -122.207407,38.12166 -122.207402,38.121667 -122.207397,38.121673 -122.207382,38.121696 -122.207377,38.121701 -122.207372,38.121707 -122.207365,38.121712 -122.20736,38.121718 -122.207353,38.121723 -122.207334,38.121741 -122.207327,38.121746 -122.207321,38.121751 -122.207315,38.121756 -122.207308,38.121761 -122.207301,38.121765 -122.207275,38.121783 -122.207268,38.121787 -122.207261,38.121791 -122.207226,38.121804 -122.207213,38.121811 -122.207136,38.121845 -122.207013,38.121895 -122.206886,38.121958 -122.206822,38.121995 -122.206706,38.122065 -122.206599,38.122147 -122.206494,38.122238 -122.206391,38.122172 -122.206149,38.121891 -122.205621,38.121615 -122.204271,38.12162 -122.203691,38.121825 -122.203519,38.121977 -122.203407,38.122104 -122.203409,38.122297 -122.203196,38.122302 -122.20306,38.122601 -122.20236,38.123134 -122.202241,38.123098 -122.202033,38.123035 -122.199902,38.122388</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Springstowne Middle School,64,Middle,Vallejo City Unified,2833 Tennessee St.,Vallejo,94591,Regular School,Public,3173.69377650000,563890.06680399994,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.212922,38.108996 -122.212923,38.108829 -122.212923,38.108669 -122.212927,38.108507 -122.21293,38.108341 -122.212929,38.108182 -122.212932,38.108016 -122.212932,38.10786 -122.212937,38.107693 -122.212941,38.107527 -122.212942,38.107362 -122.212945,38.107205 -122.212947,38.10705 -122.212952,38.106884 -122.212953,38.106723 -122.212957,38.106567 -122.212958,38.106399 -122.21296,38.106235 -122.212967,38.106082 -122.21328,38.106083 -122.213947,38.106088 -122.214811,38.106098 -122.214806,38.106478 -122.214805,38.106668 -122.214806,38.10686 -122.214801,38.107053 -122.214798,38.107246 -122.214799,38.107438 -122.214792,38.107631 -122.214787,38.107822 -122.214785,38.108015 -122.214786,38.108207 -122.214786,38.108398 -122.214787,38.108591 -122.214785,38.108784 -122.214782,38.108971 -122.214207,38.108989 -122.213319,38.108997 -122.212922,38.108996</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Joseph H. Wardlaw Elementary,65,Primary,Vallejo City Unified,1698 Oakwood Ave.,Vallejo,94591,Regular School,Public,4003.71201560000,771419.81317700003,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.208121,38.121449 -122.208113,38.121448 -122.208104,38.121448 -122.208095,38.121448 -122.208087,38.121448 -122.208078,38.121447 -122.208071,38.121447 -122.208062,38.121446 -122.208053,38.121445 -122.208045,38.121444 -122.208036,38.121443 -122.208029,38.121442 -122.20802,38.12144 -122.208012,38.121439 -122.208003,38.121438 -122.207996,38.121436 -122.207987,38.121434 -122.207979,38.121432 -122.207972,38.12143 -122.207963,38.121428 -122.207956,38.121426 -122.207947,38.121424 -122.20794,38.121421 -122.207932,38.121419 -122.207925,38.121416 -122.207916,38.121413 -122.207909,38.12141 -122.2079,38.121408 -122.207893,38.121404 -122.207887,38.121401 -122.20788,38.121398 -122.207873,38.121395 -122.207848,38.12138 -122.207822,38.121358 -122.20781,38.121349 -122.207786,38.12133 -122.207772,38.121311 -122.207769,38.121308 -122.207765,38.121304 -122.207762,38.1213 -122.207756,38.121293 -122.207753,38.121289 -122.207749,38.121285 -122.207746,38.121281 -122.207741,38.121274 -122.207737,38.121269 -122.207735,38.121265 -122.207732,38.121262 -122.20773,38.121257 -122.207728,38.121253 -122.207725,38.121249 -122.207723,38.121245 -122.207716,38.121232 -122.207714,38.121228 -122.207713,38.121223 -122.207707,38.121206 -122.207684,38.121111 -122.207681,38.121048 -122.207677,38.120982 -122.207677,38.120896 -122.207685,38.120809 -122.207698,38.120735 -122.207723,38.120655 -122.20774,38.120595 -122.207767,38.12051 -122.20778,38.120465 -122.207789,38.120412 -122.207798,38.120366 -122.207808,38.120305 -122.207812,38.120219 -122.207812,38.120111 -122.207802,38.120014 -122.207783,38.119921 -122.207761,38.119826 -122.207686,38.119642 -122.207652,38.119576 -122.207582,38.119471 -122.207577,38.119463 -122.207573,38.119458 -122.20757,38.119452 -122.207566,38.119446 -122.207563,38.119441 -122.207559,38.119435 -122.207556,38.119429 -122.207528,38.119394 -122.207585,38.119369 -122.207421,38.118451 -122.208213,38.118337 -122.208146,38.118048 -122.208153,38.117472 -122.209064,38.11765 -122.209686,38.118776 -122.210365,38.118766 -122.21035,38.118802 -122.210313,38.118876 -122.210283,38.118947 -122.210265,38.119 -122.210246,38.119062 -122.210236,38.119111 -122.210228,38.119134 -122.210226,38.119143 -122.21021,38.119266 -122.210209,38.119375 -122.210208,38.119484 -122.210235,38.119608 -122.210261,38.119715 -122.210289,38.119841 -122.21032,38.119975 -122.210365,38.120165 -122.210372,38.1202 -122.210373,38.120206 -122.210375,38.120212 -122.210375,38.120219 -122.210375,38.120223 -122.210375,38.120229 -122.210374,38.120235 -122.210372,38.120241 -122.21037,38.120246 -122.210367,38.120252 -122.210363,38.120257 -122.21036,38.120262 -122.210356,38.120266 -122.210351,38.120271 -122.210344,38.120275 -122.210337,38.120279 -122.21033,38.120283 -122.210323,38.120285 -122.210318,38.120287 -122.210226,38.12031 -122.210057,38.120363 -122.209987,38.12039 -122.209951,38.120388 -122.209912,38.120393 -122.209889,38.1204 -122.209808,38.120441 -122.209742,38.120477 -122.209635,38.120543 -122.209538,38.120626 -122.209477,38.120677 -122.20945,38.120696 -122.209424,38.120714 -122.20934,38.120765 -122.209217,38.120845 -122.209067,38.120942 -122.208844,38.121087 -122.20878,38.121126 -122.208641,38.121215 -122.208517,38.121296 -122.208394,38.121364 -122.208387,38.121369 -122.20838,38.121372 -122.208375,38.121376 -122.208368,38.12138 -122.208361,38.121384 -122.208354,38.121388 -122.208347,38.121391 -122.20834,38.121395 -122.208333,38.121398 -122.208326,38.121402 -122.208319,38.121405 -122.208312,38.121408 -122.208304,38.121411 -122.208297,38.121414 -122.20829,38.121416 -122.208281,38.121419 -122.208274,38.121422 -122.208267,38.121424 -122.208258,38.121427 -122.208252,38.121429 -122.208243,38.121431 -122.208236,38.121433 -122.208227,38.121435 -122.20822,38.121437 -122.208212,38.121439 -122.208205,38.12144 -122.208196,38.121442 -122.208187,38.121443 -122.20818,38.121445 -122.208172,38.121446 -122.208163,38.121447 -122.208154,38.121448 -122.208146,38.121448 -122.208137,38.121448 -122.20813,38.121448 -122.208121,38.121449</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Hogan High School,66,High,Vallejo City Unified,850 Rosewood St.,Vallejo,94591,Regular School,Public,3864.39773322000,894663.45717900002,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.215756,38.103517 -122.21557,38.103516 -122.215386,38.103515 -122.21517,38.103517 -122.215016,38.103512 -122.214793,38.10351 -122.214646,38.103509 -122.214425,38.103507 -122.214177,38.103504 -122.214042,38.1035 -122.213854,38.103498 -122.213678,38.103499 -122.213484,38.103497 -122.213273,38.103499 -122.213277,38.10327 -122.213277,38.103266 -122.213277,38.103233 -122.21328,38.103027 -122.213307,38.101822 -122.213311,38.101496 -122.213312,38.101309 -122.213312,38.101123 -122.213309,38.100925 -122.213307,38.100614 -122.213317,38.100298 -122.215915,38.100315 -122.215921,38.100316 -122.215928,38.100317 -122.215935,38.100319 -122.215942,38.100322 -122.215949,38.100325 -122.215956,38.100329 -122.215963,38.100333 -122.21597,38.100337 -122.215974,38.100342 -122.215979,38.100346 -122.215984,38.100354 -122.215987,38.100386 -122.215987,38.100392 -122.215969,38.10171 -122.215943,38.103527 -122.21594,38.103524 -122.215936,38.103521 -122.215928,38.10352 -122.215916,38.103519 -122.215756,38.103517</coordinates></LinearRing></outerBoundaryIs></Polygon>"
